Status,Agreement,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_12_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_6_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12_496,Q12_497,Q12_498,Q12_499,Q12_500,Q12_501,Q12_502,Q12_502_TEXT,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_7_TEXT,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_14_TEXT,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_7_TEXT,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_12_TEXT,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_14_TEXT,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q25_349,Q25_350,Q25_351,Q25_352,Q25_353,Q25_354,Q25_355,Q25_356,Q25_357,Q25_358,Q25_359,Q25_360,Q25_361,Q25_362,Q25_362_TEXT,Q26_1,Q26_2,Q26_1_TEXT,Q26_2_TEXT,Q27,Q28,Q29
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,In parallel to developing code,,,,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,No,Developers ,"A separate, dedicated code review team",,,,,,,Because code reviewing requires programming knowledge,,Because developers are the most efficient at reviewing code,,,,,Because code reviewing is an important task and should be given its due importance,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,In parallel to developing code,"Once the development is completed, before performing unit tests",,,,,,"Mostly developing code, but sometimes reviewing code as well",,Neither like nor dislike,,Finding time to perform code review is sometimes difficult.,,,"A separate, dedicated code review team",,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,1,,>= 250 employees,50 - 249 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,,Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,,Other (Please specify),Ensure backwards compatibility is not broken,,,"After the unit tests are completed, before committing the changes",,,,,Developing and reviewing code equally,,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSS,,4,50 - 249 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,In parallel to developing code,"Once the development is completed, before performing unit tests",,,,,,Developing code only,,Neither like nor dislike,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,No,,"A separate, dedicated code review team",,,"A management role such as a manager, a team lead or a software architect",,,,,,,,,,,Because code reviewing is an important task and should be given its due importance,,Because management roles tend to have more experience and knowledge on the process,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,>= 250 employees,< 50 employees,I am extremely confident on my programming ability.
IP Address,Yes,"No, I have no experience in code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"No, I have no experience in code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,,,,,In parallel to developing code,,,,Just before releasing the code to the customer,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,7,,>= 250 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,,If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,"Once the development is completed, before performing unit tests",,,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is always difficult.,,Developers ,,,,,,,,No,Developers ,,,,,,,,Because code reviewing requires programming knowledge,,Because developers are the most efficient at reviewing code,,,,,,,,,,,Other (Please specify),"Cost effective to use the same employees. They understand the code base, so efficiency is high.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,5,,50 - 249 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,,,,,,Whether the test cases cover all program paths of the code,,,,,,,Just before releasing the code to the customer,,,"Mostly developing code, but sometimes reviewing code as well",,Like a great deal,,Finding time to perform code review is never difficult.,,Developers ,,,,,,Other (Please specify),Product architect ,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,4,,>= 250 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,,"Once the development is completed, before performing unit tests",,,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is never difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,3.5,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,,"Once the development is completed, before performing unit tests",,,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is never difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,3.5,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,,,,,In parallel to developing code,,,After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is always difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,>= 250 employees,< 50 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,,,,,,,,,After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,,,,,,,Other (Please specify),N/A - not a company: FLOSS project with informal organisation,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSS,,14,< 50 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,,,,,,"Once the development is completed, before performing unit tests",,After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is never difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,6,,50 - 249 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,"Once the development is completed, before performing unit tests",,After committing the changes,Just before releasing the code to the customer,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,"A separate, dedicated code review team",,,,,,,No,Developers ,"A separate, dedicated code review team",,,,,,,Because code reviewing requires programming knowledge,,Because developers are the most efficient at reviewing code,,,,,,,,,,,,,Yes,,A general-purpose IDE,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,Code Collaborator,Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,Somewhat satisfied,,,,,,,,,,,Tool usage instructions are clear,Tool usage instructions are easily accessible,,,,I would like to use a better tool than what I am using now,,,,,,,,,,,,,,,,,Lacks support for effective collaboration,,High upfront cost,,Does not make the most effective use of human resources,,,Industry,,,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,Other (Please specify),Whether the function meets the requirements,In parallel to developing code,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",After committing the changes,,,,"Mostly reviewing code, but sometimes developing  code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,50 - 249 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,In parallel to developing code,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",,,,,Developing and reviewing code equally,"Mostly developing code, but sometimes reviewing code as well",Like somewhat,Like somewhat,Finding time to perform code review is sometimes difficult.,Finding human resources to perform code review is always difficult.,Developers ,,,,,,,,No,,"A separate, dedicated code review team",,,"A management role such as a manager, a team lead or a software architect",,,,,,,,,,,Because code reviewing is an important task and should be given its due importance,,,,,,,,Yes,A text editor,A general-purpose IDE,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,"Visual Studio Code, Spyder, Eclipse",,Whether the code is indented properly,,,,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,Somewhat satisfied,,Inadequate tool features,,,,,,,,,Tool usage instructions are clear,Tool usage instructions are easily accessible,Tool results are readily useful,,,I would like to use a better tool than what I am using now,,,,,,,,,,,,,,,,,,Does not produce all the necessary information for decision making,,,,,,Industry,,,,>= 250 employees,50 - 249 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,,"After the unit tests are completed, before committing the changes",After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well",,Neither like nor dislike,,Finding time to perform code review is never difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,A text editor,,,,,,,,Beyondcompare,,,,,,,,,,,,,,Neither satisfied nor dissatisfied,,,,,,Time-consuming to use,,,,,,,,,,I would like to use a better tool than what I am using now,,,,,,,,,,,,Provides only basic support for the understanding needs of the reviewer,Too lightweight/not rigorous enough,Lacks support for code review related activities like change decomposition,,,Lacks support for effective collaboration,Does not produce all the necessary information for decision making,,,,,,Industry,,10,,>= 250 employees,50 - 249 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,,,Whether the test cases cover all program paths of the code,,,In parallel to developing code,,,,,,,Developing and reviewing code equally,,Neither like nor dislike,,Finding time to perform code review is always difficult.,,,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,>= 250 employees,50 - 249 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,"Once the development is completed, before performing unit tests",,After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,An external tool built specifically for code reviewing,,,,git,,Whether the code is indented properly,,,,,,,,,,,,Somewhat satisfied,,,,,,,,,,,Tool usage instructions are clear,,,,,Reviewing the code using the tool(s) that I am currently using,,Code visualization,,,,,,,,,,,,,,,,Does not produce all the necessary information for decision making,,,,,,Industry,,,,>= 250 employees,< 50 employees,I have no programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",After committing the changes,,,,Developing and reviewing code equally,"Mostly developing code, but sometimes reviewing code as well",Like somewhat,Like somewhat,Finding time to perform code review is sometimes difficult.,Finding human resources to perform code review is sometimes difficult.,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,An external tool built specifically for code reviewing,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,git pull requests (atlassian stash),Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,,,,Somewhat satisfied,,,,,,,,,The interface is simple and easy to learn and use,,,,,,,Reviewing the code using the tool(s) that I am currently using,,Code visualization,,,,,,,,,,,Too lightweight/not rigorous enough,,,,,,,,,,,Industry,OSS,,,>= 250 employees,>= 250 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,,,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,,"Once the development is completed, before performing unit tests",,,,,,"Mostly reviewing code, but sometimes developing  code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,10,,>= 250 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,,"After the unit tests are completed, before committing the changes",,,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,50 - 249 employees,50 - 249 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,Whether the functionality specified in requirements is completely covered by the implemented code,,,,,,,"Once the development is completed, before performing unit tests",,,,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is never difficult.,,Developers ,,,,,,Other (Please specify),Developer who is familar around that functionality,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,A text editor,A general-purpose IDE,,,,,,,Codestriker & Crucible,Logical defects in code,Whether the code is indented properly,,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,Somewhat satisfied,,,,,,,,,The interface is simple and easy to learn and use,Features are very useful,Tool usage instructions are clear,Tool usage instructions are easily accessible,Tool results are readily useful,,,Reviewing the code using the tool(s) that I am currently using,,Code visualization,,,,,,,,,,,,,,,,,,,,,,Industry,OSS,13,13,50 - 249 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,,,,,,,"After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is always difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,An external tool built specifically for code reviewing,,,,Upsource,,,Whether the coding conventions are followed,,,,,,Whether the code is free of security vulnerabilities,,,,,Extremely satisfied,,,,,,,,,The interface is simple and easy to learn and use,Features are very useful,Tool usage instructions are clear,,Tool results are readily useful,,,Reviewing the code using the tool(s) that I am currently using,,Code visualization,Automatic bug detection that does not require understanding of code,,,Ability of the tool to perform all operations internally and produce a report which can be directly used for decision making,,,,,,,,,,,,,,,,,,Industry,,12,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,,Whether the coding conventions are followed,,Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,Whether the test cases cover all program paths of the code,,,,,"After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",Developing and reviewing code equally,Like somewhat,Neither like nor dislike,Finding time to perform code review is sometimes difficult.,Finding human resources to perform code review is sometimes difficult.,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,A general-purpose IDE,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,Internal tool. ,,,Whether the coding conventions are followed,,Whether the company's or project's design practices are followed,,,,Whether the code is free of security vulnerabilities,,,,,Somewhat satisfied,,Inadequate tool features,,,,Time-consuming to use,Tool usage instructions are not clear,,,,Tool usage instructions are clear,Tool usage instructions are easily accessible,,,,Manually reading through the piece of code using a text editor or a common IDE,,,,,,,,,,,Produces inaccurate results sometimes,,,,,Lacks the ability to integrate with other tools,Lacks support for effective collaboration,,,,Does not make the most effective use of human resources,,,Industry,,8,,>= 250 employees,< 50 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,In parallel to developing code,,"After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",,Neither like nor dislike,,Finding time to perform code review is always difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,Other (Please specify),QA / Testers,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,A text editor,A general-purpose IDE,,,An external tool built specifically for code reviewing,,Other (Please specify),GitHub Commit Changes,"SourceTree
GitKraken
GitHub
AWS CodeCommit
Visual Studio Code
Visual Studio Enterprise",,Whether the code is indented properly,,,,,,,,,,,,Neither satisfied nor dissatisfied,,Inadequate tool features,Most of the tool features are not useful,"Tool results need to be processed manually further, in order to make them useful",The interface is too complex,,,,,,,,,Other (Please specify),"Web-based code review apps often lack features, e.g. AWS Code Commit.
Desktop code review apps often have many features and complex interfaces.
GitHub seems to have a nice balance between simplicity, ease of use and powerful features.",Manually reading through the piece of code using a text editor or a common IDE,I mostly review code in a text editor such as Sublime Text or online using GitHub before a commit is merged.,,,,,,,,Difficult to learn,Too complex to use,Produces inaccurate results sometimes,Provides only basic support for the understanding needs of the reviewer,Too lightweight/not rigorous enough,,,,,,,,,,,Industry,OSS,2,1,< 50 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"No, I have no experience in code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"No, I have no experience in code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,,"Once the development is completed, before performing unit tests",,,,,,Developing code only,,Neither like nor dislike,,Finding time to perform code review is always difficult.,,Developers ,,,,,Code reviewing is not performed in my current company,,,,,"A separate, dedicated code review team",,,,,,,,,,,,,,Because code reviewing is an important task and should be given its due importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,< 50 employees,< 50 employees,I have very little confidence on my programming ability.
